age,yrsed,edcat,yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue
56,20,5,6,76,2.92068,1.86732,0,3,1,23,1,39.3
57,20,5,9,47,1.36958,3.04842,0,3,0,13,1,34.5
60,20,5,5,34,2.394144,2.501856,0,4,0,18,1,12.4
63,20,5,1,87,1.551732,6.365268,1,4,0,15,1,34.7
63,20,5,10,168,3.746736,5.325264,0,4,1,33,1,88.3
63,20,5,8,37,1.554185,4.180815,0,4,1,37,1,17
63,20,5,15,108,0.458136,4.077864,0,2,1,29,1,37
65,20,5,12,143,1.931072,2.644928,0,3,0,36,1,68.6
65,20,5,11,172,12.029164,5.686836,0,4,1,46,1,58.4
66,20,5,20,9,0.048789,1.202211,0,4,0,29,1,4.2
67,20,5,12,130,2.691,12.259,0,2,1,31,1,89.4
68,20,5,17,17,0.483225,0.791775,0,3,0,22,1,9.1
70,20,5,19,21,0.04725,1.52775,0,5,1,23,1,11.4
71,20,5,11,68,1.436704,1.147296,0,5,0,14,1,40.8
72,20,5,27,17,1.276156,0.389844,0,4,1,14,1,9.3
72,20,5,40,11,0.4697,0.8723,0,4,1,34,1,5.6
72,20,5,2,27,1.319166,1.434834,0,1,0,41,1,10.6
75,20,5,38,279,5.974506,6.022494,0,5,1,51,1,84
77,20,5,15,13,0.383045,0.695955,0,5,1,6,1,6.1
26,21,5,0,34,4.408032,3.037968,1,3,1,3,1,16.1
27,21,5,0,114,10.054572,13.771428,1,3,1,7,1,52.8
27,21,5,0,23,0.731929,2.051071,1,1,0,4,1,12.5
29,21,5,0,62,0.265608,0.602392,1,2,1,6,1,33
30,21,5,0,41,0.764199,3.704801,1,2,0,2,1,24.8
30,21,5,0,35,3.487855,4.457145,1,1,0,10,1,7
34,21,5,4,24,0.873504,1.718496,0,4,1,11,1,11.8
36,21,5,2,31,1.095168,4.608832,1,3,1,6,1,12.4
40,21,5,3,53,0.014416,0.091584,0,2,1,17,1,25.8
45,21,5,14,215,12.94386,24.25114,1,5,1,18,1,80.9
53,21,5,13,154,4.747512,8.188488,0,2,1,30,1,55.3
58,21,5,2,127,2.719959,4.773041,0,1,1,25,1,53.2
59,21,5,13,182,3.590496,5.145504,0,2,1,17,1,99
60,21,5,14,158,7.66379,9.55821,0,4,0,18,1,85.7
64,21,5,14,66,2.013264,8.810736,0,2,0,11,1,38.7
64,21,5,3,13,0.429715,0.285285,0,3,0,27,1,5.5
64,21,5,13,63,7.569828,6.794172,1,2,0,35,1,51.2
72,21,5,29,19,0.580944,0.901056,0,4,0,28,1,10.3
77,21,5,11,9,0.208656,0.412344,0,1,1,39,1,5.1
78,21,5,28,25,0.944125,1.130875,0,3,0,37,1,13.8
78,21,5,38,49,4.458314,5.047686,0,4,0,42,1,20.7
79,21,5,12,26,0.434928,0.631072,0,5,1,53,1,16.4
79,21,5,13,9,0.465516,0.740484,0,4,0,32,1,5.3
33,22,5,2,33,1.32066,0.95634,0,3,0,8,1,15.6
33,22,5,2,57,0.975612,1.532388,0,1,1,11,1,23.9
40,22,5,8,31,1.820444,1.465556,0,4,1,6,1,17.8
49,22,5,3,73,1.437224,5.278776,0,3,1,20,1,33.9
53,22,5,17,52,2.276352,5.211648,0,5,1,26,1,24.3
54,22,5,11,642,11.251692,18.280308,0,3,1,16,1,86.3
65,22,5,20,95,0.220685,1.964315,0,5,1,22,1,53.2
79,22,5,24,24,0.03072,3.04128,0,2,1,47,1,10.5
29,23,5,0,199,8.99878,28.81122,1,1,1,9,1,94
75,23,5,14,68,3.139696,4.952304,0,3,1,6,1,43.8
50,6,1,17,41,1.549308,3.944692,0,5,1,24,2,21.6
64,6,1,19,62,3.350046,10.103954,1,2,0,19,2,34.6
35,7,1,2,16,0.18144,0.82656,0,1,0,10,2,8.6
37,7,1,0,24,1.961856,0.534144,0,2,0,6,2,9.6
45,7,1,6,37,0.232804,1.395196,0,1,0,14,2,23
46,7,1,3,22,1.227996,1.544004,0,3,1,19,2,10.9
52,7,1,5,29,0.056347,1.886653,0,5,1,13,2,15.2
60,7,1,9,28,0.196588,0.279412,0,4,0,30,2,13.5
70,7,1,33,91,1.45236,4.91764,0,3,0,9,2,43.2
72,7,1,17,15,0.579555,0.635445,0,2,0,24,2,7
73,7,1,9,25,0.676775,1.998225,0,5,0,32,2,14.4
73,7,1,26,26,0.372008,1.525992,0,3,1,21,2,14.5
77,7,1,32,19,0.26068,0.67032,0,3,1,29,2,8.3
20,8,1,1,17,0.199614,0.446386,0,1,0,1,2,9.2
26,8,1,2,19,0.343786,1.233214,1,4,0,3,2,7.7
27,8,1,0,24,0.499776,1.324224,1,1,0,5,2,12.2
28,8,1,8,17,0.422807,0.886193,0,3,0,7,2,8.2
28,8,1,5,23,0.203619,0.693381,0,2,1,3,2,12.6
32,8,1,8,40,2.31616,4.72384,1,3,1,2,2,15.2
33,8,1,4,19,0.130131,0.040869,0,4,0,5,2,9.3
33,8,1,8,25,0.76545,1.25955,0,4,0,10,2,12.4
44,8,1,9,41,0.151249,1.119751,0,3,0,19,2,16.4
44,8,1,2,22,1.053888,1.058112,0,1,0,16,2,10.4
50,8,1,20,98,0.484218,7.453782,0,4,0,10,2,48.7
52,8,1,20,50,0.3192,1.7808,0,5,0,19,2,34
52,8,1,24,84,3.620316,7.383684,0,5,1,25,2,52.6
53,8,1,14,40,0.21168,0.26832,0,2,1,18,2,15.5
53,8,1,18,61,4.232424,6.015576,0,2,1,28,2,35
55,8,1,28,69,1.927515,8.491485,0,3,1,32,2,31.1
57,8,1,26,171,3.449412,17.583588,0,3,1,28,2,78.3
57,8,1,31,157,0.834141,4.346859,0,3,0,24,2,84.6
61,8,1,4,27,1.280124,1.635876,0,4,0,32,2,13.6
62,8,1,26,115,2.761035,3.333965,0,1,1,33,2,55.4
63,8,1,34,37,0.197469,0.135531,0,5,1,32,2,19.4
63,8,1,32,66,0.809028,0.972972,0,3,1,33,2,31.1
64,8,1,31,10,0.03876,0.64124,0,5,1,25,2,5.6
66,8,1,15,48,1.494768,5.657232,0,4,0,7,2,21.4
66,8,1,34,24,0.464256,0.111744,0,1,1,23,2,13
68,8,1,32,186,4.88808,8.68992,0,2,1,41,2,83.8
68,8,1,8,18,0.08352,0.27648,1,1,0,7,2,7.3
74,8,1,3,21,0.373023,1.579977,0,2,0,29,2,7.4
75,8,1,42,52,1.541176,1.474824,0,5,0,13,2,25.4
76,8,1,12,34,0.7514,1.5606,0,3,1,44,2,11.3
22,9,1,0,14,0.65835,0.72765,0,1,1,2,2,6.4
23,9,1,4,24,0.025632,0.262368,0,3,0,2,2,12.1
26,9,1,5,20,0.79248,2.32752,1,2,1,2,2,8.3
31,9,1,10,28,1.626912,1.397088,0,3,0,6,2,17.3
33,9,1,2,23,0.891917,2.719083,1,5,1,9,2,7.5
33,9,1,6,25,0.618,1.957,1,3,0,6,2,8
33,9,1,3,27,0.833949,0.975051,0,1,0,3,2,11.8
34,9,1,11,23,0.14812,0.38088,0,5,1,14,2,8
37,9,1,3,34,0.487152,0.736848,0,3,0,5,2,16.4
38,9,1,17,32,0.862752,0.961248,0,2,1,17,2,20
39,9,1,5,49,2.16384,0.97216,0,4,1,17,2,25.1
41,9,1,5,21,0.890715,0.894285,0,4,1,14,2,10.4
43,9,1,9,30,3.468,5.202,1,5,1,8,2,15.3
43,9,1,19,113,12.729563,10.887437,1,4,1,18,2,67.9
44,9,1,2,43,2.99624,5.94776,0,4,0,10,2,18.3
46,9,1,2,23,0.147798,2.750202,1,4,0,7,2,17
46,9,1,1,32,0.476928,2.115072,0,3,1,16,2,10.2
47,9,1,7,33,1.524798,3.458202,0,2,1,14,2,8
50,9,1,4,25,0.1884,0.4116,0,4,1,14,2,16.5
53,9,1,28,130,3.40704,12.97296,0,4,1,16,2,89.5
54,9,1,22,91,1.028755,11.074245,0,5,1,27,2,54.4
56,9,1,19,90,2.78244,9.00756,0,5,0,9,2,46.9
57,9,1,30,75,1.88955,2.38545,0,4,1,22,2,42.9
58,9,1,4,32,0.412672,2.915328,0,4,0,24,2,12.3
58,9,1,10,44,0.791208,2.464792,0,5,1,31,2,25.4
59,9,1,9,47,0.348082,0.309918,0,3,1,15,2,28.3
59,9,1,12,45,1.3923,4.4577,0,5,0,21,2,34
60,9,1,9,44,3.04128,6.46272,0,3,1,22,2,15.2
60,9,1,15,44,2.5575,4.2625,0,2,1,28,2,24.1
61,9,1,24,80,1.61184,3.90816,0,3,1,37,2,26.1
61,9,1,9,53,4.97458,8.80542,0,2,0,18,2,29.7
61,9,1,27,11,0.607332,0.811668,0,4,1,18,2,5.3
63,9,1,19,71,1.524512,1.599488,0,5,0,19,2,32.1
63,9,1,30,44,6.400416,3.631584,1,4,0,10,2,14
64,9,1,37,236,0.59826,0.58174,0,5,1,26,2,84
64,9,1,11,52,2.266368,1.061632,0,4,0,30,2,31.2
66,9,1,35,11,0.04466,0.27434,0,4,1,34,2,5.7
67,9,1,16,47,2.20289,2.92011,0,4,0,23,2,19.5
67,9,1,17,61,0.119682,0.978318,0,5,1,19,2,20.6
67,9,1,18,40,0.14632,2.21368,0,5,1,29,2,25.3
68,9,1,9,36,0.818856,1.017144,0,4,0,13,2,13.4
69,9,1,37,29,0.41296,2.16804,0,5,0,20,2,15.9
69,9,1,31,13,0.482365,1.870635,0,5,0,26,2,5.2
70,9,1,2,9,0.410877,0.228123,0,1,0,27,2,5.6
70,9,1,14,9,1.262196,0.303804,1,3,0,20,2,4.1
71,9,1,5,10,0.118,0.472,0,2,0,14,2,4.8
73,9,1,28,15,0.125355,0.789645,0,3,1,45,2,8.1
75,9,1,32,35,1.99836,2.27164,0,5,0,16,2,13
75,9,1,39,25,0.423925,0.351075,0,5,1,37,2,15.1
76,9,1,17,9,0.009,0.216,0,3,0,27,2,2.9
77,9,1,29,23,0.474628,3.067372,0,2,1,53,2,13.5
78,9,1,13,25,0.6554,2.2446,0,3,0,44,2,10.7
78,9,1,33,35,0.14651,0.76349,0,5,0,28,2,18
79,9,1,22,12,0.288,0.864,0,2,1,42,2,4.1
18,10,1,2,15,0.11868,0.52632,0,4,1,0,2,6.3
20,10,1,3,19,0.36993,0.20007,0,2,0,0,2,9.6
20,10,1,2,24,0.336384,0.239616,0,4,1,1,2,15.1
21,10,1,3,20,0.76638,0.29362,1,3,0,1,2,8.9
21,10,1,5,32,1.777664,1.806336,0,2,1,0,2,13.2
22,10,1,2,16,0.491904,2.196096,1,1,1,2,2,8
25,10,1,7,21,0.14952,1.71948,0,4,1,3,2,13.1
25,10,1,3,22,2.176944,3.279056,1,3,1,5,2,10.2
25,10,1,3,18,0.82485,0.34515,1,4,1,4,2,9.7
26,10,1,6,16,0.321024,0.286976,0,2,0,4,2,5.4
27,10,1,2,20,0.646,1.354,0,2,0,6,2,8.3
28,10,1,6,39,0.715182,1.351818,0,2,0,4,2,17.4
28,10,1,1,25,0.08775,2.16225,0,2,1,7,2,11.5
29,10,1,3,38,2.8424,1.3376,1,3,1,6,2,23.6
31,10,1,1,17,0.627385,1.429615,0,4,1,7,2,6.8
32,10,1,10,30,0.82362,0.76638,0,1,1,7,2,17.6
32,10,1,1,19,0.940405,0.864595,1,3,1,9,2,7.1
33,10,1,8,25,0.275625,0.849375,0,3,1,10,2,12.1
35,10,1,7,35,0.28784,0.83216,0,4,1,14,2,15.1
35,10,1,6,26,0.119028,0.972972,0,2,0,7,2,17.4
36,10,1,5,38,0.48108,0.27892,0,1,0,2,2,19.4
37,10,1,6,48,6.419952,4.668048,1,2,1,14,2,28
38,10,1,4,34,0.134028,0.783972,0,3,1,12,2,11.3
38,10,1,3,38,0.558144,3.089856,1,3,0,10,2,21.4
38,10,1,6,25,0.5375,0.7125,0,3,0,14,2,9.7
40,10,1,1,28,1.78192,3.03408,0,1,1,15,2,11
40,10,1,13,59,0.770599,1.412401,0,4,0,14,2,23.2
41,10,1,20,77,2.26765,2.50635,0,4,1,15,2,49.3
44,10,1,11,28,0.090048,1.253952,0,4,1,20,2,11.1
45,10,1,3,28,0.96614,0.90986,0,5,1,24,2,16.8
45,10,1,15,88,2.404424,5.427576,0,5,1,16,2,40
45,10,1,4,27,0.272646,3.858354,0,2,1,18,2,14.5
46,10,1,5,25,0.4774,1.4476,0,4,0,14,2,13.4
46,10,1,4,25,0.816,0.384,0,1,1,13,2,11.5
47,10,1,5,29,0.380132,1.301868,0,1,0,17,2,13.3
49,10,1,20,67,3.846068,11.295932,0,2,0,7,2,39.4
50,10,1,8,29,1.536536,2.755464,0,3,0,21,2,15.5
51,10,1,14,73,0.532389,3.190611,0,5,1,25,2,27.9
52,10,1,25,113,0.392788,4.579212,0,5,0,12,2,42.9
52,10,1,11,35,0.58275,2.04225,0,5,1,12,2,17.7
52,10,1,4,32,1.118688,3.009312,0,2,1,26,2,16.6
52,10,1,12,67,6.932624,8.611376,1,3,0,15,2,53.5
52,10,1,2,32,1.875456,1.292544,0,3,1,10,2,17
54,10,1,8,33,1.346961,2.580039,0,3,1,20,2,15.4
54,10,1,8,41,0.177243,0.273757,0,4,1,18,2,19.6
54,10,1,2,32,1.080864,6.695136,0,3,1,24,2,18.4
55,10,1,27,149,3.183981,4.415019,0,4,1,13,2,79.4
55,10,1,13,67,3.696792,11.579208,1,5,0,17,2,24.7
55,10,1,4,31,0.806806,2.014194,0,2,0,7,2,23.6
55,10,1,9,41,0.39975,2.26525,0,5,1,28,2,23.9
56,10,1,5,32,1.066816,3.989184,0,3,0,18,2,15.8
57,10,1,9,68,4.142696,1.501304,0,5,0,14,2,35.4
57,10,1,12,62,1.1036,5.0964,0,4,0,32,2,23.4
58,10,1,6,27,1.071954,1.034046,0,2,1,24,2,15.5
59,10,1,22,67,6.339875,2.035125,0,5,0,12,2,26.6
60,10,1,5,36,1.634688,4.557312,0,2,1,34,2,22.6
60,10,1,16,91,1.4014,3.1486,0,5,1,16,2,45.1
61,10,1,22,123,0.460635,3.844365,0,4,1,29,2,66
62,10,1,17,16,0.74664,0.61336,0,4,1,36,2,4.7
62,10,1,19,42,0.809172,1.584828,0,3,1,33,2,22.9
63,10,1,4,30,1.67616,2.64384,1,3,0,10,2,16.5
63,10,1,19,74,3.40326,4.36674,0,4,1,22,2,44.6
64,10,1,36,327,15.533154,22.725846,0,5,0,36,2,85.8
65,10,1,36,144,4.425984,11.846016,0,5,1,28,2,93.3
65,10,1,11,31,1.481025,0.843975,0,4,0,20,2,19
66,10,1,6,13,0.607698,1.303302,0,2,0,20,2,5.7
66,10,1,19,80,0.50688,1.41312,0,3,1,34,2,49.9
66,10,1,14,88,2.764608,10.787392,0,2,1,28,2,47.6
66,10,1,4,25,0.4968,1.9032,0,1,0,28,2,13.5
66,10,1,11,34,1.372342,6.209658,0,3,1,40,2,18.2
66,10,1,14,64,3.18848,3.59552,0,1,0,15,2,26.1
68,10,1,33,37,0.27972,0.83028,0,5,0,30,2,20.7
69,10,1,39,117,1.794312,6.512688,0,2,1,31,2,45
69,10,1,4,12,0.8136,0.9864,0,1,1,17,2,6.2
69,10,1,4,26,1.773486,1.944514,0,3,0,19,2,17.3
69,10,1,21,67,2.177768,2.378232,1,4,0,18,2,34.6
69,10,1,9,9,0.366858,0.434142,0,1,0,14,2,2.7
70,10,1,30,74,2.2644,1.4356,0,3,1,25,2,41.7
70,10,1,34,171,0.30096,14.74704,0,3,1,44,2,74.4
71,10,1,31,15,0.786825,0.188175,0,4,0,11,2,7.9
71,10,1,11,34,0.720834,3.053166,0,5,1,48,2,19.5
72,10,1,32,23,0.203573,1.015427,0,4,0,36,2,12.3
72,10,1,15,59,2.825569,2.071431,0,4,0,25,2,24.9
73,10,1,31,16,0.29856,0.18144,0,4,0,21,2,7
73,10,1,4,9,0.150822,0.362178,0,1,0,19,2,2.5
73,10,1,20,16,0.712896,1.543104,0,5,0,25,2,8.7
74,10,1,20,60,2.7795,2.3205,0,3,1,36,2,27.5
74,10,1,10,27,0.07857,0.05643,0,4,0,26,2,12.3
74,10,1,8,9,0.379674,1.753326,0,2,0,6,2,5.3
75,10,1,25,22,0.3498,1.9822,0,3,1,39,2,7.4
75,10,1,10,9,0.112644,0.265356,0,5,0,45,2,5.7
77,10,1,29,22,0.160952,1.203048,0,4,1,22,2,13.6
77,10,1,7,12,0.202488,1.213512,0,2,1,30,2,5.2
77,10,1,8,21,1.328124,2.745876,0,1,1,27,2,10
77,10,1,36,23,0.830484,4.597516,0,5,1,31,2,15.3
77,10,1,29,131,3.376656,6.055344,0,4,1,26,2,65.6
79,10,1,35,11,0.118272,0.937728,0,4,0,31,2,4.7
79,10,1,26,18,0.23976,3.00024,0,3,0,51,2,12.4
79,10,1,39,57,2.0862,4.7538,0,3,1,17,2,46.2
18,11,1,1,19,0.338542,2.530458,1,1,0,0,2,11.2
19,11,1,1,19,0.079002,0.262998,1,2,0,0,2,10
19,11,1,0,23,1.119916,4.837084,1,1,1,0,2,14
20,11,1,1,18,0.2889,1.0611,0,1,0,0,2,6.8
20,11,1,2,13,0.316875,0.658125,0,1,0,1,2,5.8
20,11,1,1,16,0.73152,1.18848,1,1,0,0,2,8.7
21,11,1,2,15,0.7623,0.8127,1,2,0,1,2,4.3
23,11,1,1,19,1.241954,0.620046,1,2,1,4,2,9.8
24,11,1,2,18,0.341172,1.116828,0,1,0,2,2,6.3
24,11,1,1,15,0.29394,1.77606,1,2,1,2,2,7.5
26,11,1,4,28,0.860664,5.243336,1,1,0,5,2,18.8
26,11,1,6,24,1.33644,3.10356,1,4,0,4,2,13.3
26,11,1,6,22,1.320528,1.385472,0,2,1,5,2,6.4
27,11,1,1,17,1.134903,0.888097,1,3,0,1,2,8.3
27,11,1,3,21,1.123311,2.005689,0,1,1,3,2,11.1
27,11,1,1,23,0.133952,5.018048,0,4,0,5,2,14.9
28,11,1,7,27,0.041391,1.929609,0,3,1,6,2,10.6
28,11,1,0,19,0.349752,1.626248,0,3,0,4,2,7.4
29,11,1,8,22,1.846152,1.717848,1,3,1,4,2,12.4
29,11,1,7,39,0.227643,0.279357,0,3,0,2,2,22
30,11,1,8,23,0.175536,1.043464,0,3,1,9,2,13.4
31,11,1,1,24,0.73656,1.63944,0,2,1,8,2,13.9
31,11,1,7,23,0.171396,0.242604,1,3,0,5,2,14.7
33,11,1,8,31,1.222144,1.164856,0,2,1,9,2,11.5
33,11,1,4,30,0.27216,1.34784,0,1,0,8,2,16.4
34,11,1,8,64,2.611776,1.292224,0,3,1,12,2,33
35,11,1,6,37,2.613754,5.119246,1,2,0,5,2,13.3
35,11,1,6,32,0.376128,0.199872,0,4,1,4,2,17.3
35,11,1,15,65,4.56144,6.61856,0,4,1,3,2,35.1
36,11,1,10,36,0.220896,4.027104,0,1,0,12,2,18.9
37,11,1,4,24,0.04956,0.11844,1,2,1,5,2,13.3
37,11,1,4,31,0.756276,1.010724,0,2,1,12,2,17
37,11,1,6,26,1.465282,1.056718,0,4,0,12,2,9.6
39,11,1,4,60,4.44888,2.21112,1,4,1,20,2,31.9
39,11,1,6,32,0.779712,1.204288,0,4,1,4,2,12.9
39,11,1,9,49,0.965545,0.749455,0,3,0,11,2,21.3
41,11,1,14,55,3.21937,0.85063,0,5,1,11,2,34.1
41,11,1,10,40,0.8858,0.8342,0,2,0,13,2,15.1
41,11,1,13,42,1.8837,1.2663,0,3,1,14,2,24
41,11,1,4,33,0.598752,0.787248,0,3,0,5,2,14.2
42,11,1,7,40,0.3944,0.9656,0,2,0,13,2,19.5
42,11,1,1,30,1.54635,3.52365,0,2,1,14,2,10.1
44,11,1,17,62,0.456754,2.829246,0,1,0,15,2,29.7
45,11,1,10,40,0.8466,1.1934,0,4,1,16,2,18.8
47,11,1,15,31,1.47312,3.48688,0,3,1,11,2,14.6
48,11,1,2,23,2.051577,2.249423,1,2,1,22,2,9.3
48,11,1,15,116,8.85776,4.48224,0,4,0,19,2,63.3
48,11,1,11,41,0.308853,3.012147,0,3,0,18,2,21.2
49,11,1,7,32,0.486912,1.049088,0,3,1,11,2,12.2
49,11,1,7,55,4.60845,6.94155,0,2,0,12,2,20.5
49,11,1,3,27,0.104625,4.080375,0,1,1,13,2,15.1
50,11,1,12,35,0.03332,0.56168,0,5,1,21,2,22.1
52,11,1,25,173,2.368716,1.264284,0,5,1,25,2,90
52,11,1,7,48,4.233888,1.622112,1,3,1,14,2,24.6
53,11,1,26,132,0.63756,3.98244,0,3,1,20,2,64.9
53,11,1,18,53,1.19462,7.33838,0,4,0,23,2,25.4
53,11,1,13,52,1.667016,5.456984,0,5,1,23,2,29.9
54,11,1,13,61,4.738846,6.180154,0,3,1,20,2,32
55,11,1,13,61,0.318115,8.770885,0,2,1,28,2,33.6
55,11,1,17,78,1.129128,6.202872,0,5,1,28,2,45.2
55,11,1,7,82,1.040744,0.517256,0,3,1,24,2,51.7
56,11,1,2,35,0.4403,1.9397,0,3,1,21,2,19.8
57,11,1,31,25,0.66,2.09,0,2,0,15,2,11.2
57,11,1,9,54,0.936684,2.249316,0,2,0,27,2,33.7
57,11,1,23,44,0.9174,1.2826,0,2,1,25,2,23.9
58,11,1,16,41,0.19803,2.63097,0,5,1,22,2,21.1
59,11,1,26,78,2.97804,4.19796,0,5,1,34,2,46.7
59,11,1,3,29,0.68991,4.61709,0,4,1,21,2,9.3
60,11,1,27,73,3.526922,3.627078,0,5,1,22,2,29.7
61,11,1,33,143,4.51165,2.63835,0,3,1,30,2,66.8
61,11,1,30,13,0.274625,1.350375,0,3,0,20,2,8.5
61,11,1,26,232,3.4742,2.3258,0,5,1,22,2,92.2
62,11,1,30,136,7.705488,11.606512,0,5,1,36,2,59.5
62,11,1,5,53,1.74582,3.97818,1,2,0,22,2,25.6
63,11,1,32,304,34.719232,15.744768,1,5,1,33,2,91.9
63,11,1,23,18,0.17748,1.35252,0,2,1,37,2,7.3
63,11,1,20,22,0.529452,0.856548,0,5,0,25,2,12.5
63,11,1,13,70,1.86396,4.01604,0,5,1,29,2,35.1
64,11,1,27,116,1.73594,6.73206,0,5,0,33,2,60.9
65,11,1,4,21,0.463155,0.691845,0,4,0,19,2,8.3
66,11,1,23,26,0.330096,1.463904,0,3,0,27,2,9.9
67,11,1,35,68,5.425584,7.018416,0,4,1,15,2,37.6
67,11,1,13,52,2.2568,12.3032,0,2,0,17,2,24.6
68,11,1,36,35,0.74298,3.52702,0,3,0,26,2,13.9
70,11,1,17,20,0.79508,1.98492,0,2,1,26,2,8.1
71,11,1,9,11,0.140107,0.376893,0,4,0,30,2,7.2
72,11,1,20,17,1.704726,1.049274,0,5,1,50,2,10
72,11,1,30,133,2.110311,3.342689,0,5,1,18,2,69.2
73,11,1,37,188,3.10764,7.60836,0,3,1,36,2,90.7
73,11,1,16,12,0.16464,0.17136,0,5,0,19,2,7.5
73,11,1,13,9,0.324522,1.853478,0,2,0,32,2,5
74,11,1,31,27,0.603801,2.285199,0,4,1,48,2,10.5
75,11,1,46,20,0.54,1.62,0,2,0,29,2,7.6
75,11,1,45,346,3.811536,43.244464,0,3,1,25,2,81.2
76,11,1,23,40,1.66704,1.09296,0,5,1,33,2,10.5
76,11,1,24,28,2.058924,1.497076,0,5,0,3,2,13.5
76,11,1,24,16,0.24472,1.27528,0,5,1,41,2,5.3
77,11,1,23,19,0.866286,2.040714,0,2,0,18,2,9.8
78,11,1,30,28,1.635424,1.108576,0,5,0,36,2,15.8
78,11,1,10,33,0.845064,3.510936,0,2,1,15,2,15.8
78,11,1,11,12,0.37146,1.44054,0,4,1,43,2,5.4
78,11,1,23,23,0.304704,1.351296,0,4,0,44,2,12.8
79,11,1,6,13,1.097967,0.735033,0,3,0,24,2,5.8
79,11,1,36,17,0.357,0.357,0,3,1,46,2,9.3
18,12,2,0,14,0.231504,1.224496,1,1,0,0,2,4.2
18,12,2,0,19,0.118066,0.375934,1,1,0,0,2,7.3
19,12,2,0,19,0.08151,1.40049,1,1,0,0,2,9.4
19,12,2,0,16,1.0192,1.0608,1,2,0,0,2,9.8
19,12,2,0,18,2.013444,1.694556,1,1,1,0,2,9.8
20,12,2,1,21,0.365274,0.453726,1,1,1,0,2,10.4
20,12,2,1,21,0.345072,1.313928,1,1,1,1,2,9.6
20,12,2,1,18,1.245888,0.608112,1,1,0,0,2,7.5
20,12,2,0,22,0.384406,1.837594,1,1,1,1,2,11.4
21,12,2,0,24,1.435608,2.332392,1,1,1,2,2,18.1
21,12,2,1,15,0.1056,0.8544,0,2,1,1,2,7.4
22,12,2,1,20,0.98318,1.19682,1,4,1,0,2,11.8
22,12,2,0,21,0.187551,0.085449,0,1,1,2,2,10.1
23,12,2,2,22,0.337392,1.224608,1,2,1,4,2,7.8
23,12,2,0,22,0.176946,0.285054,0,1,1,1,2,9
23,12,2,1,20,0.47508,1.74492,0,3,0,1,2,9.3
23,12,2,1,24,0.75096,0.92904,0,2,0,3,2,13.5
24,12,2,2,19,0.791122,3.350878,0,3,0,4,2,9.1
24,12,2,4,21,0.124488,0.274512,0,4,0,1,2,10.5
24,12,2,1,19,0.03059,0.40641,0,1,1,4,2,10.4
24,12,2,3,14,0.31759,0.59241,1,5,0,3,2,6.3
24,12,2,1,23,1.03983,0.47817,0,4,0,3,2,13.1
25,12,2,3,19,1.054044,1.491956,1,1,1,2,2,7.4
26,12,2,6,26,1.587456,0.908544,0,5,0,2,2,15.9
26,12,2,1,17,0.217872,1.006128,0,1,0,3,2,9.9
26,12,2,5,29,1.169686,0.773314,0,3,1,2,2,11.4
27,12,2,2,24,0.089424,0.462576,0,1,1,2,2,10.8
28,12,2,6,34,0.084898,0.289102,0,4,1,5,2,16.1
28,12,2,9,45,1.11132,12.11868,1,4,1,7,2,21.1
28,12,2,1,27,0.165375,0.509625,1,3,0,7,2,18.5
28,12,2,1,24,0.288,1.152,0,4,1,6,2,9
28,12,2,1,19,0.449616,0.196384,1,5,0,5,2,7
28,12,2,5,21,0.37485,1.20015,1,3,1,8,2,11.8
29,12,2,3,39,1.939938,1.063062,1,2,0,2,2,16.8
29,12,2,2,21,0.15876,0.47124,0,3,1,7,2,11.5
30,12,2,4,30,0.64077,0.28923,0,1,1,6,2,16.5
31,12,2,1,18,0.662904,0.525096,1,3,1,5,2,8.4
31,12,2,8,24,1.504704,1.759296,1,3,1,9,2,11.1
32,12,2,2,29,0.469278,2.227722,0,4,0,8,2,14
32,12,2,3,15,1.08675,1.16325,1,2,1,12,2,10.9
32,12,2,5,34,0.34425,0.16575,0,3,1,10,2,20.7
32,12,2,4,36,0.19584,2.86416,0,2,1,9,2,16.1
32,12,2,11,26,0.376194,1.001806,0,4,1,11,2,7.2
33,12,2,6,41,0.713031,0.639969,0,4,1,2,2,19.1
34,12,2,1,35,2.82555,1.72445,1,3,1,8,2,16.2
35,12,2,12,56,1.454544,5.097456,0,3,0,13,2,50.1
36,12,2,9,26,0.883844,0.312156,0,3,0,5,2,12.8
37,12,2,1,26,0.9828,0.8372,0,1,1,12,2,14.9
37,12,2,12,37,1.27872,4.64128,0,4,1,16,2,15.9
38,12,2,2,32,0.597632,5.898368,0,2,0,15,2,18.5
39,12,2,5,130,4.68611,10.00389,0,5,1,12,2,49.2
39,12,2,10,43,0.953568,2.830432,0,5,0,17,2,15.7
39,12,2,1,46,1.557836,2.214164,0,1,0,13,2,30.2
43,12,2,20,92,2.501664,3.570336,0,3,1,19,2,48
43,12,2,5,31,0.330057,0.320943,0,1,0,13,2,15.7
43,12,2,10,85,2.377875,3.997125,0,5,1,13,2,61.6
45,12,2,14,97,3.116416,9.299584,0,2,1,25,2,33.7
45,12,2,3,50,0.1219,1.0281,0,3,0,21,2,28.2
46,12,2,4,37,0.234432,0.579568,0,2,1,10,2,13.4
46,12,2,4,27,0.12015,1.22985,0,1,0,13,2,15.3
46,12,2,8,37,0.209975,0.715025,0,2,0,20,2,19.7
